yearmonth	eeacellcode	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	familykey	family	specieskey	species	occurrences	year	month
2010-08-01	100mE39710N30547	50.4981	5.0639	10.0	5386.0	Fabaceae	9151957	Medicago sativa	1	2010	8
2010-08-01	100mE39710N31283	51.15798	4.99331	10.0	8801.0	Campanulaceae	5410826	Campanula carpatica	1	2010	8
2010-08-01	100mE39726N29899	49.91813	5.14689	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE39727N29899	49.91808	5.14681	49.0	3065.0	Asteraceae	3138327	Carthamus tinctorius	1	2010	8
2010-08-01	100mE39727N29899	49.91813	5.14689	49.0	3065.0	Asteraceae	3138327	Carthamus tinctorius	1	2010	8
2010-08-01	100mE39739N31092	50.9888	5.05343	5.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39739N31092	50.98869	5.05326	5.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39749N29660	49.7055	5.1994	20.0	3925.0	Pinaceae	5285637	Pinus sylvestris	1	2010	8
2010-08-01	100mE39749N31095	50.99214	5.06634	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39760N29904	49.92473	5.19197	49.0	4676.0	Geraniaceae	2890122	Geranium pyrenaicum	1	2010	8
2010-08-01	100mE39762N29908	49.92852	5.19507	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE39763N30140	50.135992	5.176779	49.0	2406.0	Crassulaceae	7444572	Sedum spurium	1	2010	8
2010-08-01	100mE39764N30139	50.135992	5.176779	49.0	5015.0	Rosaceae	3025617	Cotoneaster horizontalis	1	2010	8
2010-08-01	100mE39764N30139	50.135992	5.176779	49.0	2518.0	Caryophyllaceae	3085438	Cerastium tomentosum	1	2010	8
2010-08-01	100mE39765N30711	50.64855	5.12637	49.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	8
2010-08-01	100mE39768N29862	49.88804	5.20851	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE39768N31086	50.98503	5.09449	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39768N31166	51.05692	5.08769	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39768N31166	51.05722	5.08713	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39770N29882	49.90583	5.20846	49.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	8
2010-08-01	100mE39770N29883	49.90583	5.20846	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE39771N29882	49.9058	5.20914	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE39775N29879	49.90324	5.21596	49.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	8
2010-08-01	100mE39775N29879	49.90324	5.21596	49.0	4691.0	Euphorbiaceae	3066965	Euphorbia lathyris	1	2010	8
2010-08-01	100mE39775N29879	49.90324	5.21596	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE39775N29879	49.90324	5.21596	49.0	3065.0	Asteraceae	3103791	Matricaria discoidea	1	2010	8
2010-08-01	100mE39775N29879	49.90324	5.21596	49.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE39775N29879	49.90324	5.21596	49.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	8
2010-08-01	100mE39782N30258	50.243315	5.191222	20.0	3073.0	Poaceae	5289756	Phalaris arundinacea	1	2010	8
2010-08-01	100mE39785N30533	50.49017	5.171058	20.0	5015.0	Rosaceae	3031774	Mespilus germanica	1	2010	8
2010-08-01	100mE39793N30071	50.07642	5.22356	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE39794N30558	50.51363	5.18154	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39794N30558	50.51365	5.18077	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39795N30558	50.51378	5.18215	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39795N30558	50.5137	5.18177	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39796N30559	50.5142	5.18391	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39796N30559	50.51415	5.1837	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39796N30559	50.51423	5.18406	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39805N30565	50.52043	5.19564	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39805N30566	50.52097	5.19632	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39805N30566	50.52081	5.19611	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39810N30570	50.5246	5.20167	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39826N29939	49.96023	5.2816	15.0	3925.0	Pinaceae	5284884	Picea abies	3	2010	8
2010-08-01	100mE39835N30084	50.09103	5.28146	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39835N30085	50.09111	5.28151	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39835N30085	50.09133	5.28075	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE39836N29943	49.96461	5.29562	15.0	3925.0	Pinaceae	5284884	Picea abies	1	2010	8
2010-08-01	100mE39857N31366	51.24139	5.19495	25.0	3112.0	Brassicaceae	5376648	Lepidium virginicum	1	2010	8
2010-08-01	100mE39931N31352	51.23318	5.30275	10.0	6710.0	Caprifoliaceae	5598915	Lonicera pileata	1	2010	8
2010-08-01	100mE39936N31075	50.98567	5.33487	10.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	8
2010-08-01	100mE39936N31075	50.98567	5.33487	10.0	3073.0	Poaceae	5289693	Setaria pumila	1	2010	8
2010-08-01	100mE39936N31075	50.98567	5.33487	10.0	3065.0	Asteraceae	5392174	Bidens frondosa	1	2010	8
2010-08-01	100mE39983N29842	49.88138	5.50822	49.0	3065.0	Asteraceae	5391480	Calendula officinalis	1	2010	8
2010-08-01	100mE39985N31204	51.10371	5.3931	25.0	3065.0	Asteraceae	5392174	Bidens frondosa	1	2010	8
2010-08-01	100mE39988N29961	49.98894	5.50615	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE40004N31186	51.08849	5.42196	50.0	6699.0	Balsaminaceae	2891770	Impatiens glandulifera	1	2010	8
2010-08-01	100mE40008N31365	51.24948	5.41182	25.0	3065.0	Asteraceae	5389029	Solidago canadensis	1	2010	8
2010-08-01	100mE40030N30182	50.18904	5.54428	25.0	6720.0	Apiaceae	3034825	Heracleum mantegazzianum	1	2010	8
2010-08-01	100mE40044N30909	50.84221	5.50183	50.0	4689.0	Fagaceae	2880539	Quercus rubra	1	2010	8
2010-08-01	100mE40045N30908	50.84194	5.50433	50.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE40045N30908	50.84184	5.50465	50.0	2416.0	Polygonaceae	5334351	Fallopia baldschuanica	1	2010	8
2010-08-01	100mE40046N30895	50.82982	5.50756	50.0	3073.0	Poaceae	5289693	Setaria pumila	1	2010	8
2010-08-01	100mE40046N30903	50.83707	5.50599	50.0	2422.0	Papaveraceae	2888439	Papaver somniferum	1	2010	8
2010-08-01	100mE40046N30903	50.83708	5.50603	50.0	3073.0	Poaceae	5289686	Setaria verticillata	1	2010	8
2010-08-01	100mE40046N30903	50.83695	5.50555	50.0	3073.0	Poaceae	5289972	Digitaria sanguinalis	1	2010	8
2010-08-01	100mE40046N30904	50.83835	5.506	50.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	8
2010-08-01	100mE40046N30907	50.84109	5.5059	50.0	3065.0	Asteraceae	3103791	Matricaria discoidea	1	2010	8
2010-08-01	100mE40047N30890	50.82547	5.50793	50.0	3065.0	Asteraceae	3117449	Erigeron annuus	1	2010	8
2010-08-01	100mE40047N30890	50.82555	5.50811	50.0	6664.0	Salicaceae	5372647	Salix pentandra	1	2010	8
2010-08-01	100mE40048N30906	50.83983	5.50754	50.0	5353.0	Juncaceae	2702084	Juncus tenuis	1	2010	8
2010-08-01	100mE40061N29716	49.77305	5.627	10.0	3065.0	Asteraceae	3103791	Matricaria discoidea	1	2010	8
2010-08-01	100mE40079N30688	50.646443	5.570626	10.0	7717.0	Solanaceae	2930137	Solanum lycopersicum	1	2010	8
2010-08-01	100mE40079N30688	50.64644	5.57063	10.0	7717.0	Solanaceae	2930137	Solanum lycopersicum	1	2010	8
2010-08-01	100mE40080N30673	50.632951	5.574135	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE40084N30663	50.623712	5.580041	10.0	3065.0	Asteraceae	3117449	Erigeron annuus	1	2010	8
2010-08-01	100mE40084N30663	50.623712	5.580041	10.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE40084N30663	50.623712	5.580041	10.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	8
2010-08-01	100mE40084N30663	50.623712	5.580041	10.0	2395.0	Simaroubaceae	3190653	Ailanthus altissima	1	2010	8
2010-08-01	100mE40084N30663	50.623712	5.580041	10.0	3065.0	Asteraceae	5392174	Bidens frondosa	1	2010	8
2010-08-01	100mE40084N30663	50.623712	5.580041	10.0	3065.0	Asteraceae	7364543	Hieracium bauhinii	1	2010	8
2010-08-01	100mE40084N30663	50.623712	5.580041	10.0	6693.0	Platanaceae	7400250	Platanus hispanica	1	2010	8
2010-08-01	100mE40084N30683	50.642433	5.579048	10.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE40084N30684	50.642433	5.579048	10.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	8
2010-08-01	100mE40084N30684	50.642433	5.579048	10.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	8
2010-08-01	100mE40084N30684	50.642433	5.579048	10.0	2420.0	Plantaginaceae	8200663	Cymbalaria muralis	1	2010	8
2010-08-01	100mE40084N30684	50.642433	5.579048	10.0	3065.0	Asteraceae	8334709	Conyza sumatrensis	1	2010	8
2010-08-01	100mE40085N30660	50.621745	5.58202	10.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	8
2010-08-01	100mE40085N30660	50.62174	5.58202	49.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	8
2010-08-01	100mE40085N30661	50.621745	5.58202	10.0	3073.0	Poaceae	2705449	Eragrostis minor	1	2010	8
2010-08-01	100mE40088N30692	50.650192	5.582905	5.0	7717.0	Solanaceae	2930137	Solanum lycopersicum	1	2010	8
2010-08-01	100mE40088N30692	50.65019	5.58291	5.0	7717.0	Solanaceae	2930137	Solanum lycopersicum	1	2010	8
2010-08-01	100mE40088N30695	50.652322	5.583085	49.0	6699.0	Balsaminaceae	2891782	Impatiens parviflora	1	2010	8
2010-08-01	100mE40089N30696	50.654141	5.585298	10.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	8
2010-08-01	100mE40090N30693	50.651743	5.58585	49.0	3073.0	Poaceae	5289684	Setaria viridis	1	2010	8
2010-08-01	100mE40090N30694	50.651743	5.58585	49.0	3073.0	Poaceae	5289972	Digitaria sanguinalis	1	2010	8
2010-08-01	100mE40091N30695	50.653011	5.587827	49.0	3112.0	Brassicaceae	3050595	Hirschfeldia incana	1	2010	8
2010-08-01	100mE40092N30697	50.65514	5.589262	49.0	2518.0	Caryophyllaceae	6364031	Cerastium holosteoides	1	2010	8
2010-08-01	100mE40096N29488	49.5707	5.69417	49.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	8
2010-08-01	100mE40097N29488	49.5707	5.69417	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	8
2010-08-01	100mE40097N29489	49.57153	5.69524	49.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	8
2010-08-01	100mE40098N30698	50.655821	5.596563	10.0	5386.0	Fabaceae	5352251	Robinia pseudoacacia	1	2010	8
2010-08-01	100mE40101N30697	50.655855	5.601729	20.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE40101N30697	50.655855	5.601729	20.0	3073.0	Poaceae	5289686	Setaria verticillata	1	2010	8
2010-08-01	100mE40101N30697	50.655855	5.601729	20.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	8
2010-08-01	100mE40101N30697	50.65585	5.60173	20.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	8
2010-08-01	100mE40101N30698	50.655855	5.601729	20.0	3073.0	Poaceae	2705449	Eragrostis minor	1	2010	8
2010-08-01	100mE40102N30652	50.614828	5.606997	10.0	6634.0	Cucurbitaceae	2874508	Cucurbita pepo	1	2010	8
2010-08-01	100mE40102N30652	50.61483	5.607	10.0	7717.0	Solanaceae	2930137	Solanum lycopersicum	1	2010	8
2010-08-01	100mE40102N30652	50.614828	5.606997	10.0	7717.0	Solanaceae	2930137	Solanum lycopersicum	1	2010	8
2010-08-01	100mE40105N29493	49.57549	5.70549	49.0	3073.0	Poaceae	5289684	Setaria viridis	1	2010	8
2010-08-01	100mE40105N29494	49.57561	5.70545	49.0	2499.0	Juglandaceae	3054368	Juglans regia	1	2010	8
2010-08-01	100mE40105N30649	50.612793	5.611146	49.0	2396.0	Rutaceae	3190411	Ptelea trifoliata	1	2010	8
2010-08-01	100mE40105N30650	50.612955	5.610994	10.0	6699.0	Balsaminaceae	2891770	Impatiens glandulifera	1	2010	8
2010-08-01	100mE40105N30650	50.612955	5.610994	10.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE40107N30708	50.66572	5.608743	20.0	5386.0	Fabaceae	2971095	Melilotus albus	1	2010	8
2010-08-01	100mE40107N30708	50.66572	5.608743	20.0	3065.0	Asteraceae	3117449	Erigeron annuus	1	2010	8
2010-08-01	100mE40107N30708	50.66572	5.608743	20.0	5015.0	Rosaceae	5362573	Pyrus communis	1	2010	8
2010-08-01	100mE40107N30709	50.666301	5.608577	10.0	3073.0	Poaceae	2705449	Eragrostis minor	1	2010	8
2010-08-01	100mE40107N30709	50.666301	5.608577	10.0	3065.0	Asteraceae	3117449	Erigeron annuus	1	2010	8
2010-08-01	100mE40107N30709	50.666301	5.608577	10.0	3073.0	Poaceae	5289972	Digitaria sanguinalis	1	2010	8
2010-08-01	100mE40107N30709	50.666301	5.608577	10.0	5386.0	Fabaceae	5352251	Robinia pseudoacacia	1	2010	8
2010-08-01	100mE40107N30709	50.666301	5.608577	10.0	3065.0	Asteraceae	7364543	Hieracium bauhinii	1	2010	8
2010-08-01	100mE40107N30709	50.666301	5.608577	10.0	2430.0	Onagraceae	8994150	Oenothera parviflora	1	2010	8
2010-08-01	100mE40110N30700	50.658698	5.614411	50.0	4689.0	Fagaceae	2880539	Quercus rubra	1	2010	8
2010-08-01	100mE40110N30700	50.658698	5.614411	50.0	5015.0	Rosaceae	3021850	Prunus serotina	1	2010	8
2010-08-01	100mE40110N30700	50.658698	5.614411	50.0	5015.0	Rosaceae	3025617	Cotoneaster horizontalis	1	2010	8
2010-08-01	100mE40110N30700	50.658698	5.614411	50.0	5015.0	Rosaceae	3026294	Cotoneaster bullatus	1	2010	8
2010-08-01	100mE40110N30700	50.658698	5.614411	50.0	2518.0	Caryophyllaceae	3085360	Saponaria officinalis	1	2010	8
2010-08-01	100mE40110N30700	50.658698	5.614411	50.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	8
2010-08-01	100mE40110N30700	50.658698	5.614411	50.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	8
2010-08-01	100mE40111N30700	50.658698	5.614411	50.0	3065.0	Asteraceae	7364543	Hieracium bauhinii	1	2010	8
2010-08-01	100mE40116N29563	49.638399	5.715187	49.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	8
2010-08-01	100mE40116N29563	49.638399	5.715187	49.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE40118N29565	49.640039	5.717772	49.0	3925.0	Pinaceae	5285637	Pinus sylvestris	1	2010	8
2010-08-01	100mE40147N29591	49.665597	5.755785	49.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	8
2010-08-01	100mE40147N29591	49.665597	5.755785	49.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	8
2010-08-01	100mE40147N29591	49.665597	5.755785	49.0	3925.0	Pinaceae	5284884	Picea abies	1	2010	8
2010-08-01	100mE40147N29591	49.665597	5.755785	49.0	3925.0	Pinaceae	5285637	Pinus sylvestris	1	2010	8
2010-08-01	100mE40166N30594	50.56692	5.70215	30.0	5386.0	Fabaceae	5356517	Lathyrus latifolius	1	2010	8
2010-08-01	100mE40168N30594	50.56738	5.7039	60.0	2430.0	Onagraceae	8994150	Oenothera parviflora	1	2010	8
2010-08-01	100mE40172N30592	50.56487	5.71046	15.0	2518.0	Caryophyllaceae	3085360	Saponaria officinalis	1	2010	8
2010-08-01	100mE40212N31041	50.970125	5.729752	10.0	3073.0	Poaceae	5289756	Phalaris arundinacea	1	2010	8
2010-08-01	100mE40249N30355	50.35648	5.83809	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE40268N31140	51.062136	5.801018	10.0	3073.0	Poaceae	5289756	Phalaris arundinacea	1	2010	8
2010-08-01	100mE40268N31140	51.062136	5.801018	10.0	5015.0	Rosaceae	5367273	Potentilla reptans	1	2010	8
2010-08-01	100mE40268N31141	51.062136	5.801018	10.0	6694.0	Haloragaceae	5361760	Myriophyllum spicatum	1	2010	8
2010-08-01	100mE40290N31177	51.095819	5.829885	10.0	2497.0	Lamiaceae	2927245	Stachys palustris	1	2010	8
2010-08-01	100mE40290N31177	51.095819	5.829885	10.0	7717.0	Solanaceae	2932737	Solanum dulcamara	1	2010	8
2010-08-01	100mE40290N31177	51.095819	5.829885	10.0	3073.0	Poaceae	5289756	Phalaris arundinacea	1	2010	8
2010-08-01	100mE40318N30390	50.39156	5.93221	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE40318N30391	50.39192	5.93178	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-08-01	100mE40419N30415	50.4184	6.07243	5.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	8
2010-07-01	100mE38149N31383	51.13058	2.75739	10.0	3073.0	Poaceae	6109637	Cynodon dactylon	1	2010	7
2010-07-01	100mE38514N31583	51.34097	3.25119	7.0	3112.0	Brassicaceae	3053522	Berteroa incana	1	2010	7
2010-07-01	100mE38633N30749	50.603833	3.526547	49.0	2406.0	Crassulaceae	5362054	Crassula helmsii	1	2010	7
2010-07-01	100mE38633N30749	50.603833	3.526547	49.0	2430.0	Onagraceae	5421039	Ludwigia grandiflora	1	2010	7
2010-07-01	100mE38672N30900	50.7421	3.56122	50.0	6699.0	Balsaminaceae	2891770	Impatiens glandulifera	1	2010	7
2010-07-01	100mE38720N30890	50.73733	3.6308	50.0	6720.0	Apiaceae	3034825	Heracleum mantegazzianum	1	2010	7
2010-07-01	100mE38722N30889	50.73628	3.6348	50.0	6720.0	Apiaceae	3034825	Heracleum mantegazzianum	1	2010	7
2010-07-01	100mE38724N30888	50.73611	3.6362	50.0	6720.0	Apiaceae	3034825	Heracleum mantegazzianum	1	2010	7
2010-07-01	100mE38747N31028	50.863	3.65251	10.0	6664.0	Salicaceae	3040227	Populus nigra	1	2010	7
2010-07-01	100mE38817N31246	51.06304	3.72529	10.0	5386.0	Fabaceae	5350005	Coronilla varia	1	2010	7
2010-07-01	100mE39001N30965	50.82567	4.0203	2.0	2497.0	Lamiaceae	5341501	Melissa officinalis	1	2010	7
2010-07-01	100mE39002N30965	50.82565	4.02044	5.0	7717.0	Solanaceae	5341754	Nicandra physalodes	1	2010	7
2010-07-01	100mE39180N30839	50.7254	4.28695	50.0	6979.0	Araceae	5330661	Arum italicum	1	2010	7
2010-07-01	100mE39187N30773	50.66732	4.30458	25.0	3073.0	Poaceae	5289744	Phalaris canariensis	1	2010	7
2010-07-01	100mE39187N30773	50.66732	4.30458	25.0	3112.0	Brassicaceae	5373368	Rapistrum rugosum	1	2010	7
2010-07-01	100mE39190N30770	50.66461	4.30849	30.0	6720.0	Apiaceae	3034871	Coriandrum sativum	1	2010	7
2010-07-01	100mE39226N31307	51.14846	4.30066	5.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	7
2010-07-01	100mE39226N31308	51.14861	4.30072	5.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	7
2010-07-01	100mE39226N31308	51.14854	4.30106	5.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	7
2010-07-01	100mE39301N30115	50.08529	4.53444	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	7
2010-07-01	100mE39324N31476	51.306	4.42203	7.0	8801.0	Campanulaceae	5408087	Lobelia erinus	1	2010	7
2010-07-01	100mE39353N30238	50.19902	4.59284	49.0	6720.0	Apiaceae	3034825	Heracleum mantegazzianum	1	2010	7
2010-07-01	100mE39353N30238	50.19911	4.59274	49.0	6720.0	Apiaceae	3034825	Heracleum mantegazzianum	1	2010	7
2010-07-01	100mE39358N30213	50.17745	4.60318	49.0	5015.0	Rosaceae	3031774	Mespilus germanica	1	2010	7
2010-07-01	100mE39358N30214	50.17745	4.60318	49.0	3925.0	Pinaceae	5285637	Pinus sylvestris	1	2010	7
2010-07-01	100mE39365N30209	50.17366	4.61398	49.0	3925.0	Pinaceae	5285637	Pinus sylvestris	1	2010	7
2010-07-01	100mE39368N30209	50.17401	4.61681	49.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	7
2010-07-01	100mE39369N30209	50.17449	4.61962	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	7
2010-07-01	100mE39369N30209	50.17393	4.61943	49.0	5386.0	Fabaceae	9151957	Medicago sativa	1	2010	7
2010-07-01	100mE39369N30215	50.17928	4.61893	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	7
2010-07-01	100mE39370N30215	50.17928	4.61893	49.0	3065.0	Asteraceae	3103791	Matricaria discoidea	1	2010	7
2010-07-01	100mE39379N30223	50.18692	4.63146	49.0	3065.0	Asteraceae	3145214	Silybum marianum	1	2010	7
2010-07-01	100mE39385N30210	50.1758	4.64173	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	7
2010-07-01	100mE39385N30210	50.17599	4.64068	49.0	4688.0	Betulaceae	9148577	Alnus incana	1	2010	7
2010-07-01	100mE39386N30211	50.17659	4.64336	49.0	3925.0	Pinaceae	5284884	Picea abies	1	2010	7
2010-07-01	100mE39387N30210	50.17659	4.64336	49.0	3925.0	Pinaceae	5285637	Pinus sylvestris	1	2010	7
2010-07-01	100mE39388N30211	50.17693	4.64598	49.0	3925.0	Pinaceae	5284884	Picea abies	1	2010	7
2010-07-01	100mE39388N30211	50.17693	4.64598	49.0	6664.0	Salicaceae	5372800	Salix purpurea	1	2010	7
2010-07-01	100mE39389N30211	50.17693	4.64598	49.0	3925.0	Pinaceae	5285637	Pinus sylvestris	1	2010	7
2010-07-01	100mE39389N30211	50.17693	4.64598	49.0	5386.0	Fabaceae	9151957	Medicago sativa	1	2010	7
2010-07-01	100mE39390N30212	50.17775	4.64765	49.0	5386.0	Fabaceae	8193111	Melilotus officinalis	1	2010	7
2010-07-01	100mE39390N30235	50.19857	4.64591	49.0	2503.0	Gentianaceae	3170040	Gentiana lutea	1	2010	7
2010-07-01	100mE39418N30137	50.1127	4.69391	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	7
2010-07-01	100mE39446N30293	50.25386	4.71783	49.0	3073.0	Poaceae	2703670	Bromus inermis	1	2010	7
2010-07-01	100mE39464N31321	51.17641	4.63854	10.0	3925.0	Pinaceae	5284884	Picea abies	1	2010	7
2010-07-01	100mE39472N31329	51.18487	4.64869	10.0	5386.0	Fabaceae	6109535	Trifolium hybridum	1	2010	7
2010-07-01	100mE39472N31329	51.18487	4.64869	10.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	7
2010-07-01	100mE39472N31330	51.18498	4.64869	10.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	7
2010-07-01	100mE39472N31330	51.18498	4.64865	10.0	2430.0	Onagraceae	3188894	Oenothera glazioviana	1	2010	7
2010-07-01	100mE39557N30249	50.2223	4.87714	49.0	4689.0	Fagaceae	5333294	Castanea sativa	1	2010	7
2010-07-01	100mE39575N31582	51.417663	4.769766	10.0	6699.0	Balsaminaceae	2891770	Impatiens glandulifera	1	2010	7
2010-07-01	100mE39575N31582	51.417663	4.769766	10.0	3112.0	Brassicaceae	3053201	Rorippa amphibia	1	2010	7
2010-07-01	100mE39575N31582	51.417663	4.769766	10.0	3073.0	Poaceae	5289756	Phalaris arundinacea	1	2010	7
2010-07-01	100mE39575N31582	51.417663	4.769766	10.0	2416.0	Polygonaceae	6391194	Persicaria maculosa	1	2010	7
2010-07-01	100mE39575N31582	51.417663	4.769766	10.0	6721.0	Potamogetonaceae	7871428	Stuckenia pectinata	1	2010	7
2010-07-01	100mE39582N30521	50.466656	4.885783	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	7
2010-07-01	100mE39585N30580	50.52074	4.884453	49.0	6720.0	Apiaceae	3034825	Heracleum mantegazzianum	1	2010	7
2010-07-01	100mE39591N30930	50.83461	4.85921	10.0	2516.0	Phytolaccaceae	3084022	Phytolacca acinosa	1	2010	7
2010-07-01	100mE39598N30283	50.25484	4.93145	49.0	3065.0	Asteraceae	3103791	Matricaria discoidea	1	2010	7
2010-07-01	100mE39621N31650	51.481786	4.829792	10.0	5353.0	Juncaceae	2701261	Juncus articulatus	1	2010	7
2010-07-01	100mE39621N31650	51.481786	4.829792	10.0	5353.0	Juncaceae	2701311	Juncus effusus	1	2010	7
2010-07-01	100mE39621N31650	51.481786	4.829792	10.0	6721.0	Potamogetonaceae	5301147	Potamogeton natans	1	2010	7
2010-07-01	100mE39621N31650	51.481786	4.829792	10.0	3721.0	Hydrocharitaceae	5329212	Elodea nuttallii	1	2010	7
2010-07-01	100mE39621N31650	51.481786	4.829792	10.0	5353.0	Juncaceae	6413649	Juncus bufonius	1	2010	7
2010-07-01	100mE39622N30192	50.17445	4.97351	49.0	2416.0	Polygonaceae	5334351	Fallopia baldschuanica	1	2010	7
2010-07-01	100mE39630N30004	50.00706	5.00347	15.0	3925.0	Pinaceae	5284884	Picea abies	1	2010	7
2010-07-01	100mE39636N30278	50.25249	4.98446	49.0	4676.0	Geraniaceae	2890122	Geranium pyrenaicum	1	2010	7
2010-07-01	100mE39638N29974	49.98001	5.01706	15.0	3925.0	Pinaceae	5284884	Picea abies	2	2010	7
